,id,price,latitude,longitude,accommodates,bathrooms,bedrooms,is_location_exact,number_of_reviews,review_scores_rating,reviews_per_month
0,3109,59.0,48.83349368980914,2.318517923068036,2,1.0,1.0,f,5,100.0,0.28
1,7397,110.0,48.85757577451422,2.35275131121596,4,1.0,2.0,t,216,94.0,2.47
2,7964,120.0,48.874641909384536,2.3434111119643326,2,1.0,2.0,t,6,96.0,0.06
3,8522,90.0,48.86527873307071,2.3932634942394406,3,1.0,1.0,t,1,100.0,0.01
4,9342,371.0,48.853002913053714,2.2860143911181985,12,2.0,4.0,f,130,95.0,1.91
5,9952,70.0,48.862265820754594,2.3713409628320656,2,1.0,1.0,t,8,98.0,0.13
6,10010,135.0,48.86277521478054,2.374679593390993,5,1.0,2.0,t,122,99.0,1.19
7,10270,105.0,48.8674302416906,2.3752395346401864,4,1.0,1.0,t,122,97.0,1.29
8,10588,75.0,48.8891813031097,2.344900904603044,3,1.0,,t,16,99.0,0.18
9,10710,90.0,48.87900068351736,2.316083428819189,4,1.0,1.0,t,38,88.0,0.38
10,11213,157.0,48.87109639477191,2.3742440179152413,6,1.0,2.0,t,82,94.0,2.29
11,11265,100.0,48.884341726070616,2.3400461378662127,2,1.0,1.0,t,8,93.0,0.33
12,11848,79.0,48.86577513817888,2.377046074460127,3,1.0,0.0,t,265,89.0,2.88
13,12452,90.0,48.85909093216718,2.37703885372852,4,1.0,2.0,t,4,100.0,3.08
14,14011,89.0,48.881341629654685,2.338212417656466,2,1.0,1.0,t,13,96.0,0.13
15,14264,110.0,48.88315136494954,2.341576219618053,3,1.0,1.0,t,6,93.0,0.09
16,14845,125.0,48.852495713655394,2.3554076312072287,4,1.0,,f,259,94.0,2.57
17,15383,189.0,48.88607463310393,2.3450439055859733,3,1.0,1.0,t,70,97.0,0.68
18,16455,55.0,48.83616237930696,2.3632334283902217,5,1.0,1.0,f,7,91.0,0.15
19,16457,78.0,48.85338935080365,2.362836192137125,2,1.0,1.0,t,320,92.0,3.19
20,17283,110.0,48.87033104509467,2.371522490633605,4,1.0,2.0,t,43,86.0,0.61
21,17303,98.0,48.86837829364115,2.3557026485421386,5,1.0,0.0,f,344,91.0,3.39
22,17316,80.0,48.87216995462711,2.362062914652047,2,1.0,1.0,t,0,,
23,17918,110.0,48.88281672153141,2.332724196008732,5,1.0,2.0,t,2,80.0,0.02
24,17994,250.0,48.86092971298496,2.3425423005337778,2,1.5,1.0,t,145,93.0,1.42
25,18993,70.0,48.890007057334344,2.345839783864626,2,1.0,1.0,t,14,85.0,0.23
26,19150,80.0,48.885645943888655,2.3590589511615723,3,1.0,1.0,t,2,90.0,0.02
27,19260,119.0,48.85763652684718,2.3455522368673645,4,1.0,1.0,t,309,89.0,3.97
28,19306,98.0,48.83872269351808,2.352965239958961,4,1.0,1.0,f,171,96.0,1.7
29,20823,120.0,48.839008786022994,2.354634720238854,5,2.0,1.0,f,148,95.0,1.49
30,21194,98.0,48.838018790215166,2.3544634736934316,3,1.0,0.0,t,134,90.0,1.37
31,21264,80.0,48.851399110715896,2.391894305650688,5,1.0,3.0,t,19,98.0,0.2
32,21282,49.0,48.88690586483421,2.3548255899762065,4,1.0,2.0,f,22,83.0,0.22
33,21419,120.0,48.86630974182042,2.350326962517954,2,1.0,1.0,f,51,89.0,0.52
34,22528,97.0,48.87606553175527,2.3932753492740133,4,1.0,2.0,t,3,93.0,0.07
35,22600,65.0,48.853286573398755,2.345402635236641,3,1.0,1.0,t,31,71.0,0.31
36,22888,110.0,48.858158010999524,2.3997364127310266,6,2.0,2.0,t,9,96.0,0.09
37,23441,70.0,48.88450585778676,2.3343896148357794,2,1.0,,t,64,94.0,0.64
38,23502,79.0,48.870994887140895,2.3886432290777564,2,1.0,1.0,t,3,100.0,0.04
39,23568,89.0,48.8610182271384,2.377506350607605,4,1.0,1.0,t,325,89.0,4.46
40,23742,100.0,48.86841866321291,2.407019979977638,5,1.0,2.0,t,1,100.0,0.09
41,24260,76.0,48.87952460210902,2.305434293835936,2,1.0,1.0,t,30,90.0,0.3
42,26084,79.0,48.86605741425403,2.367264917924789,2,1.0,1.0,t,285,94.0,2.9
43,26278,72.0,48.88527826148253,2.3458834207450687,3,1.0,0.0,t,397,94.0,4.03
44,26562,120.0,48.85338620677869,2.2909688755777835,3,1.0,2.0,t,141,100.0,1.43
45,26567,49.0,48.89712558939091,2.322543226671324,2,1.0,2.0,t,9,80.0,0.11
46,26973,900.0,48.88627366592736,2.3792995955573994,2,1.0,1.0,t,0,,
